:START_ID,:END_ID,:TYPE
books_cu_p_SivanesanZVP15,Jialin Zou,WRITES
books_cu_p_SivanesanZVP15,Subramanian Vasudevan,WRITES
books_cu_p_SivanesanZVP15,Sudeep Palat,WRITES
books_cu_p_Sra14,Suvrit Sra,WRITES
books_cu_p_Chertoff14,Dustin B. Chertoff,WRITES
books_cu_p_Hofstadter16,Douglas Richard Hofstadter,WRITES
books_cu_p_AhmadiM15,Omran Ahmadi,WRITES
books_cu_p_AhmadiM15,Gary McGuire,WRITES
books_cu_p_Bodirsky15,Manuel Bodirsky,WRITES
books_cu_p_Vuskovic13,Kristina Vuskovic,WRITES
books_cu_p_SilvestriV13,Claudio Silvestri,WRITES
books_cu_p_SilvestriV13,Alejandro A. Vaisman,WRITES
books_cu_p_KaszianMS14,Jonas Kaszian,WRITES
books_cu_p_KaszianMS14,Pieter Moree,WRITES
books_cu_p_KaszianMS14,Igor E. Shparlinski,WRITES
books_cu_p_Grabner14,Peter J. Grabner,WRITES
books_cu_p_SanchezC14,Alicia Sanchez,WRITES
books_cu_p_SanchezC14,Dustin Clingman,WRITES
books_cu_p_Alvarez16,R. Michael Alvarez,WRITES
books_cu_p_Hodges16,Andrew Hodges,WRITES
books_cu_p_QianYD16,Xiaoning Qian,WRITES
books_cu_p_QianYD16,Byung-Jun Yoon,WRITES
books_cu_p_QianYD16,Edward R. Dougherty,WRITES
books_cu_p_Mall14,Howard Mall,WRITES
books_cu_p_Agrawal14,Amit Agrawal,WRITES
books_cu_p_Coleman14,Susan L. Coleman,WRITES
books_cu_p_Hussain14a,Talib S. Hussain,WRITES
books_cu_p_Nerode14,Anil Nerode,WRITES
books_cu_p_Dolecek14,Lara Dolecek,WRITES
books_cu_p_BelzH14,Anja Belz,WRITES
books_cu_p_BelzH14,Helen F. Hastie,WRITES
books_cu_p_LiuXS15,Jialing Liu,WRITES
books_cu_p_LiuXS15,Weimin Xiao,WRITES
books_cu_p_LiuXS15,Anthony C. K. Soong,WRITES
books_cu_p_Booker16,Andrew R. Booker,WRITES
books_cu_p_Wallach16,Hanna M. Wallach,WRITES
books_cu_p_AndrienkoA13,Natalia V. Andrienko,WRITES
books_cu_p_AndrienkoA13,Gennady L. Andrienko,WRITES
books_cu_p_VersicheleNW13,Mathias Versichele,WRITES
books_cu_p_VersicheleNW13,Tijs Neutens,WRITES
books_cu_p_VersicheleNW13,Nico Van de Weghe,WRITES
books_cu_p_ReedW15,Mark C. Reed,WRITES
books_cu_p_ReedW15,He Wang 0001,WRITES
books_cu_p_TintarevRBW14,Nava Tintarev,WRITES
books_cu_p_TintarevRBW14,Ehud Reiter,WRITES
books_cu_p_TintarevRBW14,Rolf Black,WRITES
books_cu_p_TintarevRBW14,Annalu Waller,WRITES
books_cu_p_Blaylock14,Nate Blaylock,WRITES
books_cu_p_Miller14,Charles F. Miller,WRITES
books_cu_p_JiangWZZ15,Qi Jiang,WRITES
books_cu_p_JiangWZZ15,Jinsong Wu,WRITES
books_cu_p_JiangWZZ15,Lu Zhang 0015,WRITES
books_cu_p_JiangWZZ15,Shengjie Zhao,WRITES
books_cu_p_WhyteSZP14,Oliver Whyte,WRITES
books_cu_p_WhyteSZP14,Josef Sivic,WRITES
books_cu_p_WhyteSZP14,Andrew Zisserman,WRITES
books_cu_p_WhyteSZP14,Jean Ponce,WRITES
books_cu_p_MardiaC16,Kanti V. Mardia,WRITES
books_cu_p_MardiaC16,S. Barry Cooper,WRITES
books_cu_p_BalisterG15,Paul N. Balister,WRITES
books_cu_p_BalisterG15,Stefanie Gerke,WRITES
books_cu_p_FaureK14,Henri Faure,WRITES
books_cu_p_FaureK14,Peter Kritzer,WRITES
books_cu_p_FreemanS14,Michael Freeman,WRITES
books_cu_p_FreemanS14,Vance Souders,WRITES
books_cu_p_Hussain14,Talib S. Hussain,WRITES
books_cu_p_Thome14,Michael Thome,WRITES
books_cu_p_MaJHZ16,Shiqian Ma,WRITES
books_cu_p_MaJHZ16,Bo Jiang,WRITES
books_cu_p_MaJHZ16,Xiuzhen Huang,WRITES
books_cu_p_MaJHZ16,Shuzhong Zhang,WRITES
books_cu_p_Heuvel13,Jan van den Heuvel,WRITES
books_cu_p_DeVaultS14,David DeVault,WRITES
books_cu_p_DeVaultS14,Matthew Stone,WRITES
books_cu_p_ColemanH14,Susan L. Coleman,WRITES
books_cu_p_ColemanH14,Talib S. Hussain,WRITES
books_cu_p_Buhrman14,Harry Buhrman,WRITES
books_cu_p_BananiEA15,S. Alireza Banani,WRITES
books_cu_p_BananiEA15,Andrew W. Eckford,WRITES
books_cu_p_BananiEA15,Raviraj S. Adve,WRITES
books_cu_p_Warshaw16,Christopher Warshaw,WRITES
books_cu_p_McCloskey14,Scott McCloskey,WRITES
books_cu_p_AcharyaZ16,Lipi R. Acharya,WRITES
books_cu_p_AcharyaZ16,Dongxiao Zhu,WRITES
books_cu_p_ChouvardasKT16,Symeon Chouvardas,WRITES
books_cu_p_ChouvardasKT16,Yannis Kopsinis,WRITES
books_cu_p_ChouvardasKT16,Sergios Theodoridis,WRITES
books_cu_p_LarcherPWX14,Gerhard Larcher,WRITES
books_cu_p_LarcherPWX14,Friedrich Pillichshammer,WRITES
books_cu_p_LarcherPWX14,Arne Winterhof,WRITES
books_cu_p_LarcherPWX14,Chaoping Xing,WRITES
books_cu_p_BiZDC16,Suzhi Bi,WRITES
books_cu_p_BiZDC16,Rui Zhang 0006,WRITES
books_cu_p_BiZDC16,Zhi Ding,WRITES
books_cu_p_BiZDC16,Shuguang Cui,WRITES
books_cu_p_Al-HouraniSA15,Akram Al-Hourani,WRITES
books_cu_p_Al-HouraniSA15,Kandeepan Sithamparanathan,WRITES
books_cu_p_Al-HouraniSA15,Senthuran Arunthavanathan,WRITES
books_cu_p_CarleyWJ16,Kathleen M. Carley,WRITES
books_cu_p_CarleyWJ16,Wei Wei,WRITES
books_cu_p_CarleyWJ16,Kenneth Joseph,WRITES
books_cu_p_EkhadZ13,Shalosh B. Ekhad,WRITES
books_cu_p_EkhadZ13,Doron Zeilberger,WRITES
books_cu_p_RobertsD14,Bruce Roberts,WRITES
books_cu_p_RobertsD14,David Diller,WRITES
books_cu_p_MullenWW14,Gary L. Mullen,WRITES
books_cu_p_MullenWW14,Daqing Wan,WRITES
books_cu_p_MullenWW14,Qiang Wang,WRITES
books_cu_p_CossairtG14,Oliver Cossairt,WRITES
books_cu_p_CossairtG14,Mohit Gupta 0001,WRITES
books_cu_p_PurverHG14,Matthew Purver,WRITES
books_cu_p_PurverHG14,Julian Hough,WRITES
books_cu_p_PurverHG14,Eleni Gregoromichelaki,WRITES
books_cu_p_Blum14,Lenore Blum,WRITES
books_cu_p_CaoDYZWW16,Jianping Cao,WRITES
books_cu_p_CaoDYZWW16,Dongliang Duan,WRITES
books_cu_p_CaoDYZWW16,Liuqing Yang 0001,WRITES
books_cu_p_CaoDYZWW16,Qingpeng Zhang,WRITES
books_cu_p_CaoDYZWW16,Senzhang Wang,WRITES
books_cu_p_CaoDYZWW16,Fei-Yue Wang,WRITES
books_cu_p_HimayatYTG0K15,Nageen Himayat,WRITES
books_cu_p_HimayatYTG0K15,Shu-ping Yeh,WRITES
books_cu_p_HimayatYTG0K15,Shilpa Talwar,WRITES
books_cu_p_HimayatYTG0K15,Mikhail Gerasimenko,WRITES
books_cu_p_HimayatYTG0K15,Sergey Andreev 0001,WRITES
books_cu_p_HimayatYTG0K15,Yevgeni Koucheryavy,WRITES
books_cu_p_RensoT13,Chiara Renso,WRITES
books_cu_p_RensoT13,Roberto Trasarti,WRITES
books_cu_p_Soare14,Robert Irving Soare,WRITES
books_cu_p_Nanni13,Mirco Nanni,WRITES
books_cu_p_Vielhaber14,Michael Vielhaber,WRITES
books_cu_p_Feferman16,Solomon Feferman,WRITES
books_cu_p_Jebara14,Tony Jebara,WRITES
books_cu_p_FocardiC13,Stefano Focardi,WRITES
books_cu_p_FocardiC13,Francesca Cagnacci,WRITES
books_cu_p_Kalai15,Gil Kalai,WRITES
books_cu_p_PourSMR16,Zahra Allahgholi Pour,WRITES
books_cu_p_PourSMR16,Lotfollah Shafai,WRITES
books_cu_p_PourSMR16,Ali M. Mehrabani,WRITES
books_cu_p_PourSMR16,Navid Rezazadeh,WRITES
books_cu_p_King16,Gary King,WRITES
books_cu_p_Sinclair16,Betsy Sinclair,WRITES
books_cu_p_MartzV14,David Martz,WRITES
books_cu_p_MartzV14,Tyler Vogel,WRITES
books_cu_p_NgLS16,Derrick Wing Kwan Ng,WRITES
books_cu_p_NgLS16,Shiyang Leng,WRITES
books_cu_p_NgLS16,Robert Schober,WRITES
books_cu_p_Teuscher16,Christof Teuscher,WRITES
books_cu_p_GongXW16,Chen Gong,WRITES
books_cu_p_GongXW16,Zhengyuan Xu,WRITES
books_cu_p_GongXW16,Xiaodong Wang,WRITES
books_cu_p_MarketosDPTY13,Gerasimos Marketos,WRITES
books_cu_p_MarketosDPTY13,Maria Luisa Damiani,WRITES
books_cu_p_MarketosDPTY13,Nikos Pelekis,WRITES
books_cu_p_MarketosDPTY13,Yannis Theodoridis,WRITES
books_cu_p_MarketosDPTY13,Zhixian Yan,WRITES
books_cu_p_ConnR16,Daniel Conn,WRITES
books_cu_p_ConnR16,Christina M. Ramirez,WRITES
books_cu_p_Maurer16,Ueli Maurer,WRITES
books_cu_p_Sanchez14,Alicia Sanchez,WRITES
books_cu_p_WatersMFJ14,Robert E. Waters,WRITES
books_cu_p_WatersMFJ14,Jennifer McNamara,WRITES
books_cu_p_WatersMFJ14,Ed Fletcher,WRITES
books_cu_p_WatersMFJ14,Isaac Jeppsen,WRITES
books_cu_p_FokinaHM14,Ekaterina B. Fokina,WRITES
books_cu_p_FokinaHM14,Valentina S. Harizanov,WRITES
books_cu_p_FokinaHM14,Alexander G. Melnikov,WRITES
books_cu_p_PangR16,Jong-Shi Pang,WRITES
books_cu_p_PangR16,Meisam Razaviyayn,WRITES
books_cu_p_Jia14,Jiaya Jia,WRITES
books_cu_p_Hoang16a,Dinh Thai Hoang,WRITES
books_cu_p_TaiB14,Yu-Wing Tai,WRITES
books_cu_p_TaiB14,Michael S. Brown,WRITES
books_cu_p_PriceG16,Phillip N. Price,WRITES
books_cu_p_PriceG16,Andrew Gelman,WRITES
books_cu_p_LeggG15,Peter Legg,WRITES
books_cu_p_LeggG15,Xavier Gelabert,WRITES
books_cu_p_FreerRT14,Cameron E. Freer,WRITES
books_cu_p_FreerRT14,Daniel M. Roy 0001,WRITES
books_cu_p_FreerRT14,Joshua B. Tenenbaum,WRITES
books_cu_p_SpaccapietraPS13,Stefano Spaccapietra,WRITES
books_cu_p_SpaccapietraPS13,Christine Parent,WRITES
books_cu_p_SpaccapietraPS13,Laura Spinsanti,WRITES
books_cu_p_Deemter14,Kees van Deemter,WRITES
books_cu_p_MainiWGB16,Philip K. Maini,WRITES
books_cu_p_MainiWGB16,Thomas E. Woolley,WRITES
books_cu_p_MainiWGB16,Eamonn A. Gaffney,WRITES
books_cu_p_MainiWGB16,Ruth E. Baker,WRITES
books_cu_p_GiannottiMP13,Fosca Giannotti,WRITES
books_cu_p_GiannottiMP13,Anna Monreale,WRITES
books_cu_p_GiannottiMP13,Dino Pedreschi,WRITES
books_cu_p_Downey14,Rod Downey,WRITES
books_cu_p_KimCKYLH16,Min Jae Kim,WRITES
books_cu_p_KimCKYLH16,Kae Won Choi,WRITES
books_cu_p_KimCKYLH16,Dong In Kim,WRITES
books_cu_p_KimCKYLH16,Youngoo Yang,WRITES
books_cu_p_KimCKYLH16,Kang-Yoon Lee,WRITES
books_cu_p_KimCKYLH16,Keum-Cheol Hwang,WRITES
books_cu_p_Hales14,Thomas C. Hales,WRITES
books_cu_p_GiupponiIG15,Lorenza Giupponi,WRITES
books_cu_p_GiupponiIG15,Ali Imran,WRITES
books_cu_p_GiupponiIG15,Ana Maria Galindo,WRITES
books_cu_p_BeielerBHSS16,John Beieler,WRITES
books_cu_p_BeielerBHSS16,Patrick T. Brandt,WRITES
books_cu_p_BeielerBHSS16,Andrew Halterman,WRITES
books_cu_p_BeielerBHSS16,Philip A. Schrodt,WRITES
books_cu_p_BeielerBHSS16,Erin M. Simpson,WRITES
books_cu_p_GottlobGS14,Georg Gottlob,WRITES
books_cu_p_GottlobGS14,Gianluigi Greco,WRITES
books_cu_p_GottlobGS14,Francesco Scarcello,WRITES
books_cu_p_ColemanMMJ14,Susan L. Coleman,WRITES
books_cu_p_ColemanMMJ14,Ellen S. Menaker,WRITES
books_cu_p_ColemanMMJ14,Jennifer McNamara,WRITES
books_cu_p_ColemanMMJ14,Tristan E. Johnson,WRITES
books_cu_p_SakrTH16,Ahmed Hamdi Sakr,WRITES
books_cu_p_SakrTH16,Hina Tabassum,WRITES
books_cu_p_SakrTH16,Ekram Hossain,WRITES
books_cu_p_NiyatoHL16,Dusit Niyato,WRITES
books_cu_p_NiyatoHL16,Ekram Hossain,WRITES
books_cu_p_NiyatoHL16,Xiao Lu,WRITES
books_cu_p_HomerS14,Steven Homer,WRITES
books_cu_p_HomerS14,Alan L. Selman,WRITES
books_cu_p_0001G14,Andreas Krause 0001,WRITES
books_cu_p_0001G14,Daniel Golovin,WRITES
books_cu_p_HussainO14,Talib S. Hussain,WRITES
books_cu_p_HussainO14,John Ostwald,WRITES
books_cu_p_HussainMLF14,Talib S. Hussain,WRITES
books_cu_p_HussainMLF14,Ellen S. Menaker,WRITES
books_cu_p_HussainMLF14,John J. Lee,WRITES
books_cu_p_HussainMLF14,Wallace Feurzeig,WRITES
books_cu_p_TabassumH16,Hina Tabassum,WRITES
books_cu_p_TabassumH16,Ekram Hossain,WRITES
books_cu_p_Grimmer16,Justin Grimmer,WRITES
books_cu_p_ConlonF13,David Conlon,WRITES
books_cu_p_ConlonF13,Jacob Fox,WRITES
books_cu_p_MaX15,Liming Ma,WRITES
books_cu_p_MaX15,Chaoping Xing,WRITES
books_cu_p_Dick14,Josef Dick,WRITES
books_cu_p_MurphyCGM14,Curtiss Murphy,WRITES
books_cu_p_MurphyCGM14,Dustin B. Chertoff,WRITES
books_cu_p_MurphyCGM14,Michael Guerrero,WRITES
books_cu_p_MurphyCGM14,Kerry Moffitt,WRITES
books_cu_p_Darwiche14,Adnan Darwiche,WRITES
books_cu_p_Gordon16,Richard Gordon,WRITES
books_cu_p_Giulietti13,Massimo Giulietti,WRITES
books_cu_p_ProcciB14,Katelyn Procci,WRITES
books_cu_p_ProcciB14,Clint A. Bowers,WRITES
books_cu_p_ChaoLW15,Cheng-Chih Chao,WRITES
books_cu_p_ChaoLW15,Yi-Ting Lin,WRITES
books_cu_p_ChaoLW15,Hung-Yu Wei,WRITES
books_cu_p_QiISQ15,Yinan Qi,WRITES
books_cu_p_QiISQ15,Muhammad Ali Imran,WRITES
books_cu_p_QiISQ15,M. Zeeshan Shakir,WRITES
books_cu_p_QiISQ15,Khalid A. Qaraqe,WRITES
books_cu_p_Penrose16,Roger Penrose,WRITES
books_cu_p_GriepentrogMTE16,Brian Griepentrog,WRITES
books_cu_p_GriepentrogMTE16,Sean Marsh,WRITES
books_cu_p_GriepentrogMTE16,Sidney Carl Turner,WRITES
books_cu_p_GriepentrogMTE16,Sarah Evans,WRITES
books_cu_p_AnanthanarayananM16,Ganesh Ananthanarayanan,WRITES
books_cu_p_AnanthanarayananM16,Ishai Menache,WRITES
books_cu_p_Welch14,P. D. Welch,WRITES
books_cu_p_LemonJR14,Oliver Lemon,WRITES
books_cu_p_LemonJR14,Srinivasan Janarthanam,WRITES
books_cu_p_LemonJR14,Verena Rieser,WRITES
books_cu_p_JoshiKS14,Neel Joshi,WRITES
books_cu_p_JoshiKS14,Sing Bing Kang,WRITES
books_cu_p_JoshiKS14,Richard Szeliski,WRITES
books_cu_p_Aaronson16,Scott Aaronson,WRITES
books_cu_p_KliksDZH15,Adrian Kliks,WRITES
books_cu_p_KliksDZH15,Nikos Dimitriou,WRITES
books_cu_p_KliksDZH15,Andreas Zalonis,WRITES
books_cu_p_KliksDZH15,Oliver Holland,WRITES
books_cu_p_RobertsST16,Margaret E. Roberts,WRITES
books_cu_p_RobertsST16,Brandon M. Stewart,WRITES
books_cu_p_RobertsST16,Dustin Tingley,WRITES
books_cu_p_ZhangC15,Hong Zhang,WRITES
books_cu_p_ZhangC15,Jun Cai,WRITES
books_cu_p_SpinsantiBP13,Laura Spinsanti,WRITES
books_cu_p_SpinsantiBP13,Michele Berlingerio,WRITES
books_cu_p_SpinsantiBP13,Luca Pappalardo,WRITES
books_cu_p_SroubekF14,Filip Sroubek,WRITES
books_cu_p_SroubekF14,Jan Flusser,WRITES
books_cu_p_Wolfram16,Stephen Wolfram,WRITES
books_cu_p_SinghT14,Mohit Singh,WRITES
books_cu_p_SinghT14,Kunal Talwar,WRITES
books_cu_p_Kohli14,Pushmeet Kohli,WRITES
books_cu_p_Norin15,Sergey Norin,WRITES
books_cu_p_Hellekalek14,Peter Hellekalek,WRITES
books_cu_p_JanssensNR13,Davy Janssens,WRITES
books_cu_p_JanssensNR13,Mirco Nanni,WRITES
books_cu_p_JanssensNR13,Salvatore Rinzivillo,WRITES
books_cu_p_GiannottiPPW13,Fosca Giannotti,WRITES
books_cu_p_GiannottiPPW13,Luca Pappalardo,WRITES
books_cu_p_GiannottiPPW13,Dino Pedreschi,WRITES
books_cu_p_GiannottiPPW13,Dashun Wang,WRITES
books_cu_p_HeroR16,Alfred Hero,WRITES
books_cu_p_HeroR16,Bala Rajaratnam,WRITES
books_cu_p_HuczynskaR15,Sophie Huczynska,WRITES
books_cu_p_HuczynskaR15,Nik Ruskuc,WRITES
books_cu_p_Lu16,Xiao Lu,WRITES
books_cu_p_Welch16,P. D. Welch,WRITES
books_cu_p_Hoang16,Dinh Thai Hoang,WRITES
books_cu_p_LiardetT14,Pierre Liardet,WRITES
books_cu_p_LiardetT14,Alain Thomas,WRITES
books_cu_p_SemasingheZHA15,Prabodini Semasinghe,WRITES
books_cu_p_SemasingheZHA15,Kun Zhu,WRITES
books_cu_p_SemasingheZHA15,Ekram Hossain,WRITES
books_cu_p_SemasingheZHA15,Alagan Anpalagan,WRITES
books_cu_p_JeavonsZ14,Peter G. Jeavons,WRITES
books_cu_p_JeavonsZ14,Stanislav Zivny,WRITES
books_cu_p_Ben-EzraTBN14,Moshe Ben-Ezra,WRITES
books_cu_p_Ben-EzraTBN14,Yu-Wing Tai,WRITES
books_cu_p_Ben-EzraTBN14,Michael S. Brown,WRITES
books_cu_p_Ben-EzraTBN14,Shree K. Nayar,WRITES
books_cu_p_Mall14a,Howard Mall,WRITES
books_cu_p_Hyland16,J. M. E. Hyland,WRITES
books_cu_p_MassePCWS14,Caroline Masse,WRITES
books_cu_p_MassePCWS14,Kelly Pounds,WRITES
books_cu_p_MassePCWS14,Eric Church,WRITES
books_cu_p_MassePCWS14,Robert E. Waters,WRITES
books_cu_p_MassePCWS14,Vance Souders,WRITES
books_cu_p_AnthonyHC14,Michael Anthony,WRITES
books_cu_p_AnthonyHC14,Erin Heiser,WRITES
books_cu_p_AnthonyHC14,Terry Chandler,WRITES
books_cu_p_DevogeleER13,Thomas Devogele,WRITES
books_cu_p_DevogeleER13,Laurent Etienne,WRITES
books_cu_p_DevogeleER13,Cyril Ray,WRITES
books_cu_p_VijayPR14,Channarayapatna Shivaram Vijay,WRITES
books_cu_p_VijayPR14,Chandramouli Paramanand,WRITES
books_cu_p_VijayPR14,A. N. Rajagopalan,WRITES
books_cu_p_Davis16,Martin Davis,WRITES
books_cu_p_Luczak15,Tomasz Luczak,WRITES
books_cu_p_LohaniLMHB16,Sudha Lohani,WRITES
books_cu_p_LohaniLMHB16,Roya Arab Loodaricheh,WRITES
books_cu_p_LohaniLMHB16,Shankhanaad Mallick,WRITES
books_cu_p_LohaniLMHB16,Ekram Hossain,WRITES
books_cu_p_LohaniLMHB16,Vijay K. Bhargava,WRITES
books_cu_p_GeelenGW13,Jim Geelen,WRITES
books_cu_p_GeelenGW13,Bert Gerards,WRITES
books_cu_p_GeelenGW13,Geoff Whittle,WRITES
books_cu_p_AvigadB14,Jeremy Avigad,WRITES
books_cu_p_AvigadB14,Vasco Brattka,WRITES
books_cu_p_HongLSL16,Mingyi Hong,WRITES
books_cu_p_HongLSL16,Wei-Cheng Liao,WRITES
books_cu_p_HongLSL16,Ruoyu Sun,WRITES
books_cu_p_HongLSL16,Zhi-Quan Luo,WRITES
books_cu_p_Normann14,Dag Normann,WRITES
books_cu_p_WhiteRIS14,Michael White,WRITES
books_cu_p_WhiteRIS14,Rajakrishnan Rajkumar,WRITES
books_cu_p_WhiteRIS14,Kiwako Ito,WRITES
books_cu_p_WhiteRIS14,Shari R. Speer,WRITES
books_cu_p_VeeraraghavanR14,Ashok Veeraraghavan,WRITES
books_cu_p_VeeraraghavanR14,Dikpal Reddy,WRITES
books_cu_p_Yu14,Jingyi Yu,WRITES
books_cu_p_FominS14,Fedor V. Fomin,WRITES
books_cu_p_FominS14,Saket Saurabh 0001,WRITES
books_cu_p_Sieg14,Wilfried Sieg,WRITES
books_cu_p_LimaPS14,Juliano B. Lima,WRITES
books_cu_p_LimaPS14,Daniel Panario,WRITES
books_cu_p_LimaPS14,Ricardo M. Campello de Souza,WRITES
books_cu_p_LiuHPC16,Lanchao Liu,WRITES
books_cu_p_LiuHPC16,Zhu Han,WRITES
books_cu_p_LiuHPC16,H. Vincent Poor,WRITES
books_cu_p_LiuHPC16,Shuguang Cui,WRITES
books_cu_p_MitraVC14,Kaushik Mitra,WRITES
books_cu_p_MitraVC14,Priyanka Vageeswaran,WRITES
books_cu_p_MitraVC14,Rama Chellappa,WRITES
books_cu_p_HoferP14,Roswitha Hofer,WRITES
books_cu_p_HoferP14,Isabel Pirsic,WRITES
books_cu_p_XiaoLS15,Weimin Xiao,WRITES
books_cu_p_XiaoLS15,Jialing Liu,WRITES
books_cu_p_XiaoLS15,Anthony C. K. Soong,WRITES
books_harwood_miranda2000_Guerra00,Carlos Gustavo Guerra,WRITES
books_harwood_miranda2000_Smith00,Matt Smith,WRITES
books_harwood_miranda2000_RolandG00,Pierre-Yves Rolland,WRITES
books_harwood_miranda2000_RolandG00,Jean-Gabriel Ganascia,WRITES
books_harwood_miranda2000_Holland00,Simon Holland,WRITES
books_harwood_miranda2000_Dannenberg00,Roger B. Dannenberg,WRITES
books_harwood_miranda2000_Miranda00,Eduardo Reck Miranda,WRITES
books_harwood_miranda2000_Widmer00,Gerhard Widmer,WRITES
books_harwood_miranda2000_Marsden00,Alan Marsden,WRITES
books_harwood_miranda2000_Camurri00,Antonio Camurri,WRITES
books_harwood_miranda2000_Toiviainen00,Petri Toiviainen,WRITES
books_harwood_miranda2000_WigginsS00,Geraint A. Wiggins,WRITES
books_harwood_miranda2000_WigginsS00,Alan Smaill,WRITES
books_harwood_miranda2000_Rowe00,Robert Rowe,WRITES
conf_ncs_Glover08,Fred Glover,WRITES
conf_ncs_YangYH08,Zhenyu Yang,WRITES
conf_ncs_YangYH08,Xin Yao 0001,WRITES
conf_ncs_YangYH08,Jingsong He,WRITES
conf_ncs_Paun06,Gheorghe Paun,WRITES
conf_ncs_SuzukiT06,Yasuhiro Suzuki,WRITES
conf_ncs_SuzukiT06,Hiroshi Tanaka,WRITES
conf_ncs_KimSH08,Sung-Soo Kim,WRITES
conf_ncs_KimSH08,Alice E. Smith,WRITES
conf_ncs_KimSH08,Soon-Jung Hong,WRITES
conf_ncs_PonsichADP08,Antonin Ponsich,WRITES
conf_ncs_PonsichADP08,Catherine Azzaro-Pantel,WRITES
conf_ncs_PonsichADP08,Serge Domenech,WRITES
conf_ncs_PonsichADP08,Luc Pibouleau,WRITES
conf_ncs_Ciobanu06,Gabriel Ciobanu,WRITES
conf_ncs_AlhazovS06,Artiom Alhazov,WRITES
conf_ncs_AlhazovS06,Dragos Sburlan,WRITES
conf_ncs_GeorgiouGB06,Alexandros Georgiou,WRITES
conf_ncs_GeorgiouGB06,Marian Gheorghe,WRITES
conf_ncs_GeorgiouGB06,Francesco Bernardini,WRITES
conf_ncs_MichelJ06,Olivier Michel,WRITES
conf_ncs_MichelJ06,Florent Jacquemard,WRITES
conf_ncs_Nishida06,Taishin Yasunobu Nishida,WRITES
conf_ncs_EibenS08,Gusz Eiben,WRITES
conf_ncs_EibenS08,Martijn C. Schut,WRITES
conf_ncs_TahirS08,Muhammad Atif Tahir,WRITES
conf_ncs_TahirS08,Jim E. Smith,WRITES
conf_ncs_KumarGJK08,Pankaj Kumar,WRITES
conf_ncs_KumarGJK08,Ankur Gupta,WRITES
conf_ncs_KumarGJK08,Valadi K. Jayaraman,WRITES
conf_ncs_KumarGJK08,Bhaskar D. Kulkarni,WRITES
conf_ncs_Nishida06a,Taishin Yasunobu Nishida,WRITES
conf_ncs_KimLLK08,Jong-Hwan Kim,WRITES
conf_ncs_KimLLK08,Chi-Ho Lee,WRITES
conf_ncs_KimLLK08,Kang-Hee Lee,WRITES
conf_ncs_KimLLK08,Naveen Suresh Kuppuswamy,WRITES
conf_ncs_Martinez-Alfaro08,Horacio Martinez-Alfaro,WRITES
conf_ncs_KalinliS08,Adem Kalinli,WRITES
conf_ncs_KalinliS08,Fatih Sarikoc,WRITES
conf_ncs_ArdeleanBGMR06,Ioan I. Ardelean,WRITES
conf_ncs_ArdeleanBGMR06,Daniela Besozzi,WRITES
conf_ncs_ArdeleanBGMR06,Max H. Garzon,WRITES
conf_ncs_ArdeleanBGMR06,Giancarlo Mauri,WRITES
conf_ncs_ArdeleanBGMR06,Sujoy Roy,WRITES
conf_ncs_BiancoFFM06,Luca Bianco,WRITES
conf_ncs_BiancoFFM06,Federico Fontana,WRITES
conf_ncs_BiancoFFM06,Giuditta Franco,WRITES
conf_ncs_BiancoFFM06,Vincenzo Manca,WRITES
conf_ncs_Beausoleil08,Ricardo P. Beausoleil,WRITES
conf_ncs_CavaliereA06,Matteo Cavaliere,WRITES
conf_ncs_CavaliereA06,Ioan I. Ardelean,WRITES
conf_ncs_GramatoviciE06,Radu Gramatovici,WRITES
conf_ncs_GramatoviciE06,Gemma Bel Enguix,WRITES
conf_ncs_DonatiDR08,Alberto V. Donati,WRITES
conf_ncs_DonatiDR08,Vince Darley,WRITES
conf_ncs_DonatiDR08,Bala Ramachandran,WRITES
conf_birthday_Stirling14,Colin Stirling,WRITES
conf_birthday_Thompson14,Simon Thompson,WRITES
conf_birthday_Havelund14,Klaus Havelund,WRITES
conf_birthday_MiddelkoopHKL14,Ronald Middelkoop,WRITES
conf_birthday_MiddelkoopHKL14,Cornelis Huizing,WRITES
conf_birthday_MiddelkoopHKL14,Ruurd Kuiper,WRITES
conf_birthday_MiddelkoopHKL14,Erik J. Luit,WRITES
conf_birthday_HinrichsSZ14,Timothy L. Hinrichs,WRITES
conf_birthday_HinrichsSZ14,A. Prasad Sistla,WRITES
conf_birthday_HinrichsSZ14,Lenore D. Zuck,WRITES
conf_birthday_DixonF14,Clare Dixon,WRITES
conf_birthday_DixonF14,Michael Fisher 0001,WRITES
conf_birthday_Havelund14a,Klaus Havelund,WRITES
conf_birthday_FreitasJV14,Leo Freitas,WRITES
conf_birthday_FreitasJV14,Cliff B. Jones,WRITES
conf_birthday_FreitasJV14,Andrius Velykis,WRITES
conf_birthday_BowmanS14,Howard Bowman,WRITES
conf_birthday_BowmanS14,Li Su,WRITES
conf_birthday_AbrahamGS14,Michael Abraham,WRITES
conf_birthday_AbrahamGS14,Dov M. Gabbay,WRITES
conf_birthday_AbrahamGS14,Uri J. Schild,WRITES
conf_birthday_BirtwistleS14,Graham M. Birtwistle,WRITES
conf_birthday_BirtwistleS14,Kenneth S. Stevens,WRITES
conf_birthday_Gabbay14a,Murdoch James Gabbay,WRITES
conf_birthday_Gabbay14,Michael Gabbay 0001,WRITES
